"","school","sex","address","famsize","Pstatus","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","bin_Mjob_at_home","bin_Mjob_health","bin_Mjob_other","bin_Mjob_services","bin_Mjob_teacher","bin_Fjob_teacher","bin_Fjob_other","bin_Fjob_services","bin_Fjob_health","bin_Fjob_at_home","bin_reason_course","bin_reason_other","bin_reason_home","bin_reason_reputation","bin_guardian_mother","bin_guardian_father","bin_guardian_other","age","Medu","Fedu","traveltime","studytime","famrel","freetime","goout","Dalc","Walc","health","absences","failures","G2","G1","G3","result"
"368","GP","F","U","LE3","T","no","no","no","yes","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","no","yes","no",17,2,1,1,2,4,2,3,2,2,2,2,0,12,11,14,"pass"
"369","GP","M","U","LE3","T","no","yes","no","no","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","yes","no",18,4,4,1,1,4,2,5,3,4,5,2,0,9,8,11,"pass"
"370","GP","F","U","GT3","T","no","no","no","yes","yes","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes",19,1,1,3,3,1,5,5,4,3,5,12,0,10,10,11,"pass"
"371","GP","F","U","LE3","A","no","yes","no","no","no","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes",19,1,1,3,2,5,3,4,1,1,4,2,2,8,8,9,"fail"
"372","GP","F","U","GT3","T","no","yes","no","yes","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",18,2,2,1,1,4,3,5,2,4,5,2,0,10,10,10,"pass"
"373","GP","F","U","GT3","T","no","yes","no","no","yes","yes","no","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,2,2,1,2,4,2,2,1,1,3,4,0,13,14,13,"pass"
"374","GP","F","R","LE3","T","no","yes","no","yes","yes","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","yes","no","no","no","yes","no","no",17,2,2,1,3,3,3,2,2,2,3,0,0,11,11,10,"pass"
"375","GP","F","U","GT3","T","no","yes","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","yes","no","no","no","no","yes","no",17,3,1,1,3,3,4,3,2,3,5,0,0,18,17,17,"pass"
"376","GP","F","U","LE3","T","no","no","no","no","yes","yes","yes","no","yes","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","yes","no",17,0,2,2,3,3,3,3,2,3,2,0,0,14,14,15,"pass"
"377","GP","F","U","GT3","T","no","no","no","yes","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",18,1,1,2,3,4,5,5,1,2,2,0,0,14,14,14,"pass"
"378","GP","M","U","GT3","T","no","no","no","yes","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",18,4,4,1,3,4,3,3,2,2,3,0,0,14,13,13,"pass"
"379","GP","M","U","GT3","T","no","no","no","yes","no","yes","yes","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","yes","yes","no","no",17,3,3,1,1,4,3,5,3,5,5,0,0,18,17,17,"pass"
"380","GP","M","R","GT3","T","no","yes","no","no","yes","yes","yes","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,2,2,4,1,4,4,5,5,5,4,2,0,10,11,10,"pass"
"381","GP","F","U","GT3","T","no","yes","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","no","yes","no","no","yes","no","no","no","yes","no","no",17,4,4,1,3,5,4,4,1,3,4,0,0,12,13,13,"pass"
"382","GP","F","U","GT3","T","no","yes","no","no","no","yes","yes","yes","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no",17,4,4,2,3,4,3,3,1,2,4,4,0,14,15,15,"pass"
"383","GP","F","U","GT3","T","no","yes","yes","yes","yes","yes","yes","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,3,3,1,1,4,2,5,2,5,5,2,0,12,11,11,"pass"
"384","GP","M","U","LE3","T","no","yes","yes","yes","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",18,2,2,1,4,4,5,5,2,4,5,0,0,11,11,12,"pass"
"385","GP","M","R","GT3","T","no","yes","no","no","no","yes","no","yes","yes","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","yes",19,3,2,1,1,5,3,4,2,2,5,0,0,10,11,10,"pass"
"386","GP","F","U","GT3","T","no","no","no","yes","yes","yes","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",18,2,2,4,2,4,2,5,1,1,2,2,0,9,10,10,"pass"
"387","GP","F","R","GT3","T","no","yes","no","no","yes","yes","yes","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no",17,2,4,1,3,4,4,3,1,1,5,0,0,15,15,15,"pass"
"388","GP","M","U","GT3","T","no","no","no","no","no","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",18,2,2,1,1,5,4,2,1,2,5,6,0,14,15,15,"pass"
"389","GP","F","U","GT3","T","no","no","no","yes","yes","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no","yes","no","no",18,3,3,1,2,5,3,4,1,1,4,8,0,11,10,12,"pass"
"390","GP","F","U","LE3","T","no","no","no","yes","no","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","no","no","yes",18,2,2,1,2,4,3,3,1,1,2,0,0,9,10,12,"pass"
"391","GP","F","R","GT3","T","no","no","no","yes","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",18,2,2,2,4,4,4,4,1,1,4,6,0,13,14,14,"pass"
"392","GP","F","U","GT3","T","no","no","no","no","yes","yes","yes","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,3,4,1,3,4,4,5,1,3,5,8,0,13,11,14,"pass"
"393","GP","F","U","GT3","T","no","yes","no","no","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",17,3,2,1,2,4,3,2,2,3,2,0,0,13,12,15,"pass"
"394","GP","F","U","LE3","T","no","yes","no","no","yes","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no","yes","no","no",18,3,3,1,4,5,3,3,1,1,1,4,0,14,14,15,"pass"
"395","GP","F","R","GT3","A","no","yes","no","no","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",17,3,2,1,2,4,3,3,2,3,2,0,0,14,14,16,"pass"
"396","GP","M","U","GT3","T","no","yes","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no","no","yes","no",18,4,4,1,2,4,3,3,2,2,2,0,0,12,12,13,"pass"
"397","GP","M","U","LE3","T","no","no","no","yes","yes","yes","yes","yes","no","no","no","yes","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",18,3,4,1,2,4,3,3,1,3,5,6,0,16,16,17,"pass"
"398","GP","F","U","GT3","A","no","yes","no","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","yes","no",17,2,2,1,2,3,3,1,1,2,4,18,0,12,10,14,"pass"
"399","GP","F","U","GT3","T","no","yes","no","no","yes","yes","yes","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",18,2,3,1,3,4,3,3,1,2,3,0,0,12,11,14,"pass"
"400","GP","F","U","GT3","T","no","no","no","no","yes","yes","yes","yes","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","yes","no","no",18,3,2,1,3,5,4,3,2,3,1,4,0,16,14,17,"pass"
"401","GP","M","R","GT3","T","no","no","no","no","yes","yes","yes","yes","no","no","no","no","yes","no","no","yes","no","no","yes","no","no","no","yes","no","no",18,4,3,1,3,5,3,2,1,2,4,4,0,14,15,17,"pass"
"402","GP","M","U","GT3","T","no","yes","no","no","yes","yes","yes","yes","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","yes","no","no",18,4,3,1,3,5,4,5,2,3,5,0,0,13,14,14,"pass"
"403","GP","F","U","GT3","T","no","yes","no","yes","yes","yes","yes","yes","no","yes","no","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",17,4,3,1,3,4,4,3,1,3,4,0,0,12,11,13,"pass"
"404","GP","F","U","GT3","T","no","yes","no","yes","yes","yes","yes","yes","no","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,2,1,2,2,4,3,4,2,2,1,10,0,15,12,15,"pass"
"405","GP","F","U","GT3","T","no","yes","no","yes","yes","yes","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",17,2,1,1,2,4,3,5,2,4,4,4,0,16,12,16,"pass"
"406","GP","F","U","LE3","A","no","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","yes",19,2,3,2,1,2,2,3,3,4,5,16,1,11,10,11,"pass"
"407","GP","F","U","GT3","T","no","yes","yes","no","yes","yes","yes","yes","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no",17,3,1,1,1,4,1,2,1,1,3,6,1,13,10,13,"pass"
"408","GP","F","U","LE3","T","no","no","yes","yes","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes",21,4,4,1,3,3,3,2,1,1,5,0,2,12,9,12,"pass"
"409","GP","M","U","LE3","T","no","yes","no","yes","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","yes","no","no",18,2,2,1,2,4,4,4,1,3,3,11,0,11,9,12,"pass"
"410","GP","M","U","LE3","A","no","no","no","yes","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes",18,3,4,1,2,4,3,5,1,4,2,9,0,14,13,15,"pass"
"411","GP","F","U","GT3","T","no","yes","no","yes","yes","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","yes","no","no",17,2,2,1,2,4,3,4,1,3,4,0,0,17,13,17,"pass"
"412","GP","M","U","LE3","A","no","yes","no","no","yes","yes","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",17,4,4,1,3,4,4,2,1,2,4,2,0,15,12,15,"pass"
"413","GP","F","U","LE3","T","no","yes","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","yes","no","no",18,4,2,1,2,4,2,2,1,1,3,0,0,17,14,17,"pass"
"414","GP","M","R","LE3","T","no","yes","no","yes","yes","no","yes","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes",21,1,1,2,2,5,3,3,5,2,4,21,2,10,9,10,"pass"
"415","GP","F","R","GT3","T","no","no","no","no","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes",20,1,1,2,3,3,2,2,1,3,3,8,0,15,11,15,"pass"
"416","GP","F","U","GT3","T","no","yes","no","no","yes","yes","yes","yes","no","no","no","no","yes","no","yes","no","no","no","no","no","yes","no","no","no","yes",19,4,4,1,1,3,2,5,4,4,5,5,1,10,9,11,"pass"
"417","GP","M","U","LE3","A","no","yes","no","no","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",17,3,2,1,2,4,4,4,1,2,5,10,0,18,16,18,"pass"
"418","GP","F","U","GT3","T","no","yes","no","no","yes","yes","yes","yes","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","yes","no",18,3,2,1,3,4,3,4,1,2,2,5,0,17,14,17,"pass"
"419","GP","M","R","GT3","T","no","no","no","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no",18,2,3,1,1,3,1,3,4,5,4,13,0,14,13,14,"pass"
"420","GP","M","U","GT3","T","no","no","no","no","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",19,2,1,1,1,5,3,4,1,4,4,10,0,11,7,11,"pass"
"421","GP","F","U","LE3","A","no","yes","no","no","yes","yes","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",18,2,2,2,2,4,1,4,1,3,4,10,0,17,14,17,"pass"
"422","GP","F","U","GT3","T","yes","no","no","no","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",20,1,0,2,1,5,3,1,1,1,5,5,1,10,8,10,"pass"
"423","GP","F","U","GT3","T","no","yes","no","yes","no","yes","yes","yes","no","no","no","yes","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",18,3,2,1,2,3,1,2,1,2,1,4,0,13,10,13,"pass"
"424","MS","F","U","GT3","T","no","yes","no","no","yes","no","yes","yes","yes","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no",16,1,3,2,1,4,3,3,1,3,5,11,0,11,10,11,"pass"
"425","MS","F","R","GT3","T","no","yes","no","yes","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",16,2,2,2,2,4,4,4,1,1,5,0,0,12,12,12,"pass"
"426","MS","F","R","GT3","T","no","yes","no","no","yes","yes","no","yes","yes","no","no","no","no","no","no","yes","no","no","no","yes","no","no","yes","no","no",15,1,1,1,1,4,1,3,1,1,2,6,1,10,10,10,"pass"
"427","MS","F","R","GT3","T","no","yes","no","no","yes","yes","yes","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",15,3,3,2,1,5,4,4,2,3,5,4,0,10,10,11,"pass"
"428","MS","F","R","GT3","T","no","no","no","no","yes","yes","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no",16,2,3,2,2,4,5,2,1,2,5,0,0,17,16,17,"pass"
"429","MS","F","R","LE3","T","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",15,2,1,2,1,1,3,4,1,1,1,0,0,8,6,9,"fail"
"430","MS","M","R","LE3","A","no","yes","no","no","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",16,4,4,1,2,5,3,2,1,3,2,5,0,11,10,11,"pass"
"431","MS","M","U","GT3","A","yes","no","no","no","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no",16,1,2,1,3,4,4,3,1,1,5,0,0,11,10,11,"pass"
"432","MS","F","R","GT3","T","no","no","no","no","yes","yes","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no",17,3,2,1,2,4,5,4,1,2,5,0,1,10,10,10,"pass"
"433","MS","F","R","GT3","T","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no",17,1,1,1,1,5,4,4,2,2,5,0,1,6,6,7,"fail"
"434","MS","F","R","GT3","T","no","no","no","no","yes","yes","yes","yes","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","yes","no","no",15,4,4,2,1,1,5,1,3,5,5,0,0,14,13,14,"pass"
"435","MS","F","U","LE3","A","no","no","no","yes","no","no","no","yes","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",16,2,2,2,4,1,2,1,1,1,1,4,0,9,10,11,"pass"
"436","MS","F","R","LE3","T","no","yes","no","no","yes","yes","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no",15,1,1,2,2,5,4,3,1,2,4,0,0,10,10,10,"pass"
"437","MS","F","R","LE3","T","no","yes","no","no","yes","yes","yes","yes","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no",15,1,1,2,1,4,4,3,1,2,2,4,1,7,6,8,"fail"
"438","MS","F","R","GT3","T","no","yes","no","yes","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no",16,0,2,2,1,3,2,3,1,2,2,0,0,11,12,12,"pass"
"439","MS","F","R","GT3","T","no","yes","no","no","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,2,3,2,1,5,5,5,1,3,3,2,0,11,10,12,"pass"
"440","MS","F","R","GT3","T","no","no","no","no","no","yes","yes","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no",15,3,3,2,1,4,1,3,1,1,4,0,0,16,14,16,"pass"
"442","MS","M","U","GT3","T","no","no","yes","no","no","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",17,1,1,1,2,4,4,3,2,4,5,4,0,9,8,9,"fail"
"443","MS","M","R","LE3","T","no","yes","no","yes","yes","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no",15,4,1,1,2,5,3,4,1,2,2,0,0,13,12,14,"pass"
"444","MS","M","R","LE3","T","no","yes","no","yes","yes","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no",15,4,1,1,2,5,3,4,1,2,2,7,0,9,7,8,"fail"
"445","MS","M","R","GT3","T","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","yes","no","no","yes","no","no","yes","no","no",16,3,4,3,2,3,4,5,1,2,5,4,0,10,9,11,"pass"
"446","MS","M","R","GT3","T","no","yes","no","yes","yes","yes","no","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",15,1,1,4,2,5,4,5,2,4,4,8,0,9,7,9,"fail"
"447","MS","M","U","LE3","T","no","yes","no","yes","yes","yes","yes","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no",15,3,3,1,2,5,3,3,1,1,5,0,0,11,11,11,"pass"
"448","MS","M","R","GT3","T","no","no","no","yes","yes","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no",17,2,1,3,1,5,5,5,5,5,3,8,0,10,8,9,"fail"
"449","MS","F","R","GT3","T","no","no","no","yes","yes","yes","yes","yes","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no",16,4,4,2,3,4,2,2,1,1,4,6,0,16,16,17,"pass"
"450","MS","F","R","GT3","T","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no",15,1,2,2,1,5,1,2,1,1,1,3,0,13,11,13,"pass"
"451","MS","F","R","GT3","T","no","yes","no","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no",16,2,3,3,2,4,5,4,1,2,1,2,0,15,15,15,"pass"
"452","MS","M","R","GT3","T","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no",16,1,2,2,2,4,3,3,1,1,5,0,0,11,10,11,"pass"
"453","MS","F","R","GT3","T","no","yes","no","no","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",16,2,2,3,2,4,4,5,1,1,4,4,0,10,9,11,"pass"
"454","MS","F","U","GT3","T","no","yes","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no",16,1,2,1,3,1,3,2,1,2,4,0,1,8,10,8,"fail"
"455","MS","F","U","GT3","T","no","yes","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no",16,1,2,1,3,1,3,2,1,2,4,3,1,8,9,8,"fail"
"456","MS","F","U","GT3","T","yes","yes","no","no","no","yes","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",15,2,1,1,2,4,4,2,3,3,2,0,0,10,9,9,"fail"
"457","MS","F","U","GT3","T","no","yes","no","no","no","yes","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no",16,1,1,1,2,5,4,3,2,1,2,0,0,14,13,15,"pass"
"458","MS","M","R","LE3","T","no","yes","no","yes","yes","yes","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","yes","yes","no","no",17,1,2,1,1,5,5,5,5,5,3,4,0,11,10,11,"pass"
"459","MS","F","R","GT3","T","no","yes","no","no","no","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","no","yes","no",16,1,1,4,4,4,3,2,1,1,1,0,0,10,13,13,"pass"
"460","MS","F","R","GT3","T","yes","yes","no","no","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no",16,1,1,4,3,4,4,3,1,1,5,2,0,9,10,10,"pass"
"461","MS","F","R","GT3","T","no","yes","no","yes","yes","yes","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","yes","no",15,1,1,2,2,4,3,3,1,1,2,1,0,10,11,11,"pass"
"462","MS","F","R","GT3","T","no","no","no","yes","yes","yes","yes","yes","yes","no","no","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no",16,1,1,2,1,4,2,2,4,3,2,0,0,12,13,14,"pass"
"463","MS","F","R","GT3","T","no","yes","no","no","yes","yes","no","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","no",15,1,1,3,2,4,2,1,1,2,2,0,0,14,13,14,"pass"
"464","MS","F","R","LE3","T","yes","yes","no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no",15,2,2,1,3,4,4,3,2,2,5,2,0,11,14,12,"pass"
"465","MS","M","R","GT3","T","no","no","no","yes","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no",16,1,1,2,1,3,4,4,3,4,5,6,0,11,11,11,"pass"
"466","MS","F","U","GT3","T","no","yes","no","yes","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no",18,1,2,1,2,3,4,4,2,3,5,9,1,8,9,8,"fail"
"467","MS","M","U","GT3","T","no","yes","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","yes","no","yes","no","no",15,3,1,2,1,3,2,3,1,3,4,0,0,9,10,11,"pass"
"468","MS","F","R","GT3","T","no","yes","no","yes","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no",16,2,2,3,2,5,3,4,1,1,2,1,0,13,14,14,"pass"
"469","MS","M","U","GT3","T","no","no","no","no","yes","yes","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",15,2,2,3,1,4,3,3,1,2,4,1,0,12,13,13,"pass"
"470","MS","M","U","GT3","T","no","yes","no","yes","yes","yes","no","yes","no","no","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","yes","no",16,4,4,1,2,4,3,1,1,1,3,0,0,12,13,13,"pass"
"471","MS","F","R","GT3","T","no","yes","no","no","yes","yes","yes","yes","no","no","no","yes","no","no","yes","no","no","no","no","no","no","yes","yes","no","no",15,3,3,1,2,4,5,4,1,1,1,4,0,12,13,12,"pass"
"472","MS","F","R","GT3","T","no","yes","no","yes","no","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",16,2,2,2,2,4,4,4,2,3,5,2,1,11,12,12,"pass"
"473","MS","F","R","LE3","T","no","yes","no","yes","yes","yes","no","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","no","yes","no",16,2,2,3,1,4,3,2,1,1,4,0,0,14,14,16,"pass"
"474","MS","M","U","LE3","T","no","yes","no","yes","yes","yes","yes","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no",16,2,1,2,1,2,4,3,2,3,4,4,0,8,10,10,"pass"
"475","MS","M","R","LE3","T","no","yes","no","yes","yes","yes","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","yes","no",15,1,3,3,1,4,2,4,3,5,3,2,0,11,10,11,"pass"
"476","MS","F","U","GT3","T","no","yes","no","yes","yes","yes","no","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no",15,2,2,2,3,5,3,2,1,1,4,0,0,13,12,14,"pass"
"477","MS","F","R","LE3","T","no","yes","no","no","yes","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",16,2,1,1,1,5,4,3,1,1,5,2,0,8,10,8,"fail"
"478","MS","M","U","GT3","T","no","yes","no","yes","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","yes","no","no","no","no","yes","no",15,3,3,2,1,4,3,3,2,4,3,11,0,10,12,11,"pass"
"479","MS","F","R","GT3","T","yes","yes","no","no","yes","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no",16,1,1,2,2,3,4,3,1,1,1,0,3,7,7,8,"fail"
"480","MS","F","U","GT3","T","no","yes","no","yes","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no","no","yes","no","no",17,2,2,1,1,4,5,3,1,1,5,4,0,9,9,10,"pass"
"481","MS","F","U","GT3","T","no","no","no","no","yes","no","yes","yes","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","yes",19,2,3,1,1,4,4,4,1,1,2,0,1,9,9,10,"pass"
"482","MS","F","R","GT3","T","no","yes","no","yes","yes","no","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,2,1,3,1,5,5,3,1,1,3,2,0,10,9,11,"pass"
"483","MS","F","R","LE3","T","no","yes","no","no","yes","no","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",15,1,1,2,1,5,2,1,1,3,4,0,0,10,9,9,"fail"
"484","MS","F","R","GT3","T","no","yes","no","no","yes","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no",16,2,2,3,2,3,4,5,1,2,1,1,0,10,9,11,"pass"
"485","MS","F","U","LE3","A","no","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",16,2,2,1,1,4,3,4,1,2,1,6,0,7,7,8,"fail"
"486","MS","F","R","GT3","T","no","yes","no","no","yes","yes","yes","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no",17,2,2,2,2,4,3,5,1,2,4,0,0,10,11,11,"pass"
"487","MS","F","U","GT3","T","no","yes","yes","yes","no","yes","yes","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no",16,2,2,1,1,4,4,3,1,4,3,1,1,10,9,10,"pass"
"488","MS","F","R","LE3","A","no","yes","no","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes",18,3,2,2,3,3,3,2,1,1,2,6,2,9,7,10,"pass"
"489","MS","F","U","GT3","T","no","no","no","yes","yes","no","no","yes","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no",19,1,1,1,3,5,3,1,1,1,3,6,1,9,7,9,"fail"
"490","MS","M","R","GT3","T","no","no","no","yes","yes","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no",18,1,1,2,1,4,4,3,3,4,4,0,1,9,8,10,"pass"
"491","MS","F","R","GT3","T","no","no","no","no","no","no","yes","yes","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","yes","no","no",18,1,1,2,1,3,2,3,1,1,2,4,1,11,9,10,"pass"
